doc_idx,text,true_label
1107,will it be sunny later?,5
1108,What languages does Penelope Cruz speak?,2
1109,Play some slow jams.,1
1110,What's with the blow up chicken at the White House,6
1111,Start my workout timer,10
1112,Can you hang up the call please,9
1113,Tell me the weather forecast for today,5
1114,rsvp yes to Insurgent Empire Book Launch,3
1115,set an alarm for 6pm tonight,8
1116,How do I make pork tenderloin,7
1117,Tell me who's on today,9
1118,Stop sending the video message to Mckenzie,0
1119,whats up in milwaukee tomorrow,3
1120,delete the reminder about joe's party next week,4
1121,do i know anybody lives in detroit,2
1122,Who do I know that lives in China?,2
1123,set an alarm to wake me up at 8AM please,8
1124,Can I have the weekend weather,5
1125,is there any news on Mike Pence tonight,6
1126,Read me the headline from the sports section of The Daily News.,6
1127,Tell me how much milk I need for creamy tomato soup,7
1128,What time are they calling for rain?,5
1129,Tell me what the weather be on Saturday?,5
1130,can you show me all of my reminders with greg,4
1131,I want you to set an alarm.,8
1132,Quiet please.,8
1133,Remind me not to contact my brother Roger for his birthday.,4
1134,send leeanna a text and let her know we will be meeting up at 6 instead of 7,0
1135,Play me some Miley Cyrus on Spotify,1
1136,start a recurring alarm for Tuesdays and Wednesdays,8
1137,"Set 3 alarms up, starting at 7:00 AM, 20 minutes apart",8
1138,"How many birthdays are on August 11th, 1915?",2
1139,Comedy shows this Friday in New York,3
1140,Give me a news update of the last 24 hours.,6
1141,respond to Donovan with a video,0
1142,Did I get any new messages in the past hour?,0
1143,"I need to text Macy at 3 pm to see if she wants to go to dinner tonight, remind me.",4
1144,headline news,6
1145,Remind me to check on car status.,4
1146,can i make a cake using soda,7
1147,Please call Eric Gonzalez Clark,9
1148,How much time left on timer?,10
1149,call Amy instead,9
1150,Toronto weather please,5
1151,Weather forecast for 6pm today please,5
1152,What is happening in Brooklyn this weekend,3
1153,Remind me on Wednesday August 29th to call Dan on Thursday the 30th,4
1154,change my status to interested for Eat Drink Play Los Gatos,3
1155,call Jackson Miranda now,9
1156,Add a reminder to dentist visit 2 days in advance,4
1157,Cancel the current call.,9
1158,resume timer in 12 minutes,10
1159,are there any recent news headlines about donald trump,6
1160,Houston news headlines.,6
1161,call Lance Carpenter,9
1162,When did Angela start her current job?,2
1163,What is the weather looking like in London at 4pm?,5
1164,Remind me to call the cleaners Friday about my grey suit.,4
1165,How is the weather tonight?,5
1166,will it rain after 5pm today?,5
1167,if i delete one reminder can i find it again or do i need to recreate it,4
1168,Is it going to be around 20 in celcius palo alto tomorrow morning,5
1169,audio call wedding planner please,9
1170,Please call Henry,9
1171,show me as online,9
1172,what are some ways to cook chicken in the crock pot,7
1173,Make a new alarm called appointment for tomorrow,8
1174,How do you make a grilled cheese,7
1175,What color is bacon supposed to be cooked,7
1176,I need to schedule a dentist appointment; remind me to do so tomorrow afternoon.,4
1177,Tell me how much time is left on my timer now,10
1178,"Play The Middle, Juice WRLD, please.",1
1179,Set up a reminder for Zoom chat at 9 am.,4
1180,Has the leaders group messaged me since Wednesday,0
1181,What is in falafel,7
1182,Remind me to cut the grass on Sunday,4
1183,"Show me, my friends list.",2
1184,Can you get more events please?,3
1185,remind me to buy water tomorrow,4
1186,tell me some asian duck recipes,7
1187,interested in going to An Evening with Debra Messing,3
1188,How is the weather in Jacksonville,5
1189,Recipes I can prepare in 15 minutes,7
1190,play French music,1
1191,TEXT JAN AND ASK HER WHERE WE'RE ALL MEETING FOR THE ART WALK IN A FEW DAYS.,0
1192,Call is over,9
1193,Remind me to call Mom tomorrow night.,4
1194,can i get a news update?,6
1195,Is there any volleyball game next month,3
1196,Any election news today,6
1197,call Veronica 's dad,9
1198,I created 2 reminders about Mike's party so please delete one of them.,4
1199,Send a text that says Here,0
1200,i would like to message Jane and Max video message,0
1201,How many calories in a pork chop,7
1202,Does fettuccine Alfredo have tomatoes in it,7
1203,Read me my local news.,6
1204,"please send that video to Tom, Vanessa, and John",0
1205,I would like to  engage  video calling mode  please,9
1206,Stop the song,1
1207,hang up the phone call,9
1208,Play Coldplay.,1
1209,What are the top news for today?,6
1210,What's the latest news on the person that drove his car into a crowd,6
1211,Add brother in law to call,9
1212,Tell Jerry I will be at the beach in 10 minutes,0
1213,Show me all my reminders including work,4
1214,add alarm wednesday 4:45 am,8
1215,I need a reminder to work at 10: am next Saturday,4
1216,what are the best potatoes to use for,7
1217,Remind me to pick up my nephew from practice tomorrow at 4PM,4
1218,Does Rita work in London?,2
1219,Give me an alarm every two minutes for a half hour,8
1220,Set 2 minute pregnancy test timer,10
1221,Remind me to pay the car insurance by the 15th.,4
1222,add soccer to the kids activities reminder,4
1223,Any news on Justin Bieber today?,6
1224,who works at Barnes and Noble in NC,2
1225,What birthdays are coming up in on Tuesday?,2
1226,Delete all of my reminders.,4
1227,Tell me the most recent TMZ headlines.,6
1228,Will it be around 8 Celcius inside,5
1229,mark me as not going to Sweet Tooth Pop-Up,3
1230,Set alarm for Friday at 6 A.M,8
1231,when is my reminder to meet Clara for brunch?,4
1232,What's today's headlines?,6
1233,Tell me what movies Benedict Cumberbatch has been in.,2
1234,Give me the morning's top news,6
1235,call Josephine 's auntie,9
1236,What should I put vinegar on?,7
1237,What ingredients are in rhubarb pie,7
1238,Remind me to plan a dinner party for the board members next week.,4
1239,Is it below freezing tonight?,5
1240,Repeat that last song,1
1241,What is the forecast for Melbourne when I land on Saturday morning?,5
1242,What years did Sarah attend Florida State?,2
1243,Add 10 more minutes to the timer,10
1244,Remind me to call my mom in 15 minutes.,4
1245,Tell me the most recent news story about Trump,6
1246,what's the record low for tomorrow?,5
1247,What soccer match can I go to on Monday,3
1248,i would like to message my siblings message,0
1249,please tell me how much time is left on my timer,10
1250,what reminders do i have for the weekend,4
1251,Reset the current timer.,10
1252,I want to see all alarms I currently have set.,8
1253,tell me the latest news,6
1254,set a new timer for thirty seconds,10
1255,I need to reset the timer.,10
1256,Who has a birthday is this month?,2
1257,Add 3 minutes to the timer,10
1258,anything to do this weekend,3
1259,add to the Spaghetti timer,10
1260,Play dance music,1
1261,what ingredients are in peach cobbler,7
1262,Remind me to call work tomorrow morning.,4
1263,what time did Olly video call me?,9
1264,"Play the album Thank You, Happy Birthday by Cage the Elephant.",1
1265,Update me the Victoria weather,5
1266,What city does Daniel live in?,2
1267,How many peppers go in beef pepper steak,7
1268,I want to know how many people are online now,9
1269,what reminder do I have later today at 5pm?,4
1270,Delete my reminder to pay the water bill,4
1271,turn alarms off,8
1272,I want you to set an alarm for me at 8pm,8
1273,What is the best way to sift ingredients without a sifter,7
1274,call Baird and Roth,9
1275,High and low temps please,5
1276,need to text mom tomorrow about the garden - set reminder for 11 am,4
1277,Can you show me the weather forecast for the 19th of April?,5
1278,Did anyone win the lottery?,6
1279,Would you please provide details for today's weather?,5
1280,Things to do in Atlanta next weekend,3
1281,initiate call to kelly,9
1282,Which of my cousins are online?,9
1283,end the conference call after the second candidate,9
1284,can you send Adnan on Messenger that talk to you later,0
1285,Are there any current storms in Oregon state?,5
1286,Taylor's address?,2
1287,Please show me what's the weather like tomorrow evening,5
1288,I won't be able to attend Church on Sunday so delete my reminder about that.,4
1289,Let me know the weather.,5
1290,call with Quilting,9
1291,What is the latest news on the fire in West Texas,6
1292,How many calories are there in 2 pancakes,7
1293,remind me to delete previews on Facebook this afternoon,4
1294,Tell me of Jans availability online,9
1295,How are Charlie Gard's parents doing?,6
1296,call the grandmother of Amanda Lynn,9
1297,who went to Yale?,2
1298,what are my reminders for study group this week,4
1299,could you stop repeating all my music,1
1300,show me brendas friends,2
1301,friends of myself,2
1302,Change my wake up alarm to 8am on thursday please,8
1303,How long until the buzzer goes off,10
1304,How do I set a timer for fifty two minutes?,10
1305,set alarm for 4 am on Thursday,8
1306,change wake up alarm to 6am on Thursday morning,8
1307,Show me comfort food recipes,7
1308,start playing 98 rock on iheartradio for me,1
1309,Should I stay in or go outside,5
1310,Make an alarm sound at 6pm every night,8
1311,Set an alarm for tomorrow at 5am,8
1312,take my girlfriend out of the video call,9
1313,Create an alarm for every Thursday at 2.15pm.,8
1314,Please call James Glover Wilkinson,9
1315,Recent news about Hilary Clinton,6
1316,Set the timer for 20 seconds.,10
1317,Please send message to Glenna asking her what time the event starts on Sunday at church.,0
1318,call Daniel cell,9
1319,play contemporary country,1
1320,call my mom call my girlfriend using Whatsapp,9
1321,Best song of carlos vives.,1
1322,Make an alarm for thirteen weeks on Fridays at 10:00 am.,8
1323,Remind me to pay for my flower order tomorrow morning.,4
1324,answer Jordan's call,9
1325,any news on north korea,6
1326,Play Friends in Low Places on repeat,1
1327,find Annette's sister,2
1328,Add a reminder for game on Thursday at 2pm.,4
1329,what is the timer now?,10
1330,Ring Caroline,9
1331,my You aren’t done brushing until this goes off timer can you resume it,10
1332,call up Ryan Sweeney and Antonio,9
1333,can you record a video message for Bianca please,0
1334,give me todays news updates,6
1335,Remind me at 4PM - hopefully I can beat the traffic at that time,4
1336,Remind me to pay the bills on Friday.,4
1337,Can you read me news on politics,6
1338,set alarm to go off at 5pm daily,8
1339,I want to add to call,9
1340,I want to talk to smith,9
1341,has ali worked for Mr. Adam before?,2
1342,Play something by Lady Gaga,1
1343,Find me news stories about Charlottesville,6
1344,cancel my existing timer,10
1345,whats the time left on my timer,10
1346,Add two minutes to timer,10
1347,Start a call to Kayleigh,9
1348,list the people that are available,9
1349,how's the weather at the beach,5
1350,play track 8 again,1
1351,whats the weather chances in clearwater beach tomorrow,5
1352,what time will it stop raining today,5
1353,Can you tell me Brian's address?,2
1354,I want an alarm for May 30 at 10am,8
1355,delete all my gym alarm,8
1356,any events this month,3
1357,please send the workgroup thread message,0
1358,call Clara Wilcox on Whatsapp video chat,9
1359,SHOULD I WEAR MY RAINBOOTS,5
1360,What are the top headlines for today,6
1361,Weather today at 1pm,5
1362,how cold is it today in degrees fahrenheit,5
1363,Does anyone currently live in Buffalo?,2
1364,dial 5405551560,9
1365,Start a video call with my Christian group,9
1366,Remind to get oil change Saturday morning.,4
1367,Whats the weather like at 10 in the morning?,5
1368,just 2 more minutes,8
1369,I need a blueberry Dutch baby recipe,7
1370,Cancel sending the video message to Clayton,0
1371,timer continue,10
1372,Read me the details about election coverage,6
1373,Ingredients in chicken marsala,7
1374,I want to accept the incoming call and disconnect from the current call,9
1375,Set alarm for 5:15 am,8
1376,Clear all timers,10
1377,play 6LACK on iheartradio,1
1378,Music festivals this month in Tampa Bay,3
1379,Whats the weather going to do on Saturday?,5
1380,read me the headlines from last night,6
1381,call Gregory number one,9
1382,What is the current hurricane in the Atlantic,5
1383,show me who is friends with Rob,2
1384,Dial a group,9
1385,Text Zach and tell him the car is on the way to pick up him and his girlfriend from Ben's house.,0
1386,What's trending in local news?,6
1387,Tell me who works in Beaverton.,2
1388,send Isaac the video message on WhatsApp,0
1389,call Xavier Norman call Ava Hester in Whatsapp,9
1390,Create a repeating alarm for Wednesdays at 9:00pm,8
1391,Resume the timer in 3 minutes,10
1392,what is timer set for,10
1393,I want to call my graduate students group,9
1394,Please advise the forecast for Easter Sunday at 2pm.,5
1395,Create alarms on Tuesdays for 3pm and 5pm.,8
1396,Id like to video message Brian J Baker,0
1397,play bruno mars radio,1
1398,Change my reminder for calling Mikey to 10pm tonight please,4
1399,Set a wake up alarm for the next 2 weeks for 8am,8
1400,find me hardcore tracks,1
1401,any new news about trump today,6
1402,Wake me up every Monday and Tuesday at 5am,8
1403,make a whatsapp call to papa,9
1404,"Get my video messages from Laura, Angelica and Steve",0
1405,Any news on the Saints?,6
1406,play the songs that I love,1
1407,When did Darren attend University of Michigan?,2
1408,How hot does it feel?,5
1409,how long does it take to get a rolling boil,7
1410,put this alarm on a 10 minute snooze,8
1411,Did I miss any calls in the past hour?,9
1412,Play OneRepublic's Baby On Baby album.,1
1413,Set alarm for cooking time at 7pm,8
1414,Message dad to tell him to use his GPS.,0
1415,What is the news saying about healthcare?,6
1416,Delete the reminder to cancel my direct tv.,4
1417,Can you remove the reminder for Michelle's birthday party next week?,4
1418,leave and pick up new call,9
1419,call partner call boyfriend with Whatsapp,9
1420,Will today be a cloudy day?,5
1421,show who can talk,9
1422,How old is Miranda?,2
1423,how much time to I have left,10
1424,read me all of my alarms,8
1425,Create alarm for 9:30,8
1426,remind Brian to leave at 4 and send him an alert 10 minutes before.,4
1427,delete 1st alarm only,8
1428,can I freeze mac & cheese,7
1429,Tell me the calorie count for home made ice cream please,7
1430,duplicate this alarm,8
1431,Please set me as active right now,9
1432,How much spaghetti sauce do I need per pound of meat,7
1433,Please set my availability to available now,9
1434,End the reminders that I need to pick up the baby at the babysitter on Friday,4
1435,can you find my friends address,2
1436,is there anyone available,9
1437,play WKSC FM on iheartradio,1
1438,play the last song again,1
1439,Play me some classical music,1
1440,what years did jimmy attend akron u,2
1441,Has the work buddies thread messaged me since last weekend,0
1442,Hold current call please,9
1443,What is the name of the current track playing?,1
1444,change my plant watering reminder to tuesday,4
1445,how many reminders do I have this week?,4
1446,Remind me on Tuesday that I have a unit meeting on Wednesday at 3pm.,4
1447,Is there any events in Melbourne tomorrow,3
1448,delete the reminder for tomorrow,4
1449,call Brooks and Buckley,9
1450,sdet a reminder for joes baseball game at 7pm tonight,4
1451,combine JT to the current call,9
1452,message steph when is the meeting,0
1453,show me my school reminders for this week,4
1454,How hot is it for Mumbai in C,5
1455,Add the dog's medicine to my list of chore reminders.,4
1456,Hows the weather today?,5
1457,Show me the reminder for percussion practice for the rest of August,4
1458,How many calories are in a tablespoon of ranch dressing,7
1459,Can you remind me to call Dylan to confirm the details for date night this weekend?,4
1460,reset my timer please,10
1461,Change the timer to 60 minutes,10
1462,What is the best temperature to cook lobster at?,7
1463,call Kara Parker for me,9
1464,Turn all alarms on.,8
1465,Play a mix of classic and new rock,1
1466,can you please send message to Ted and Stacy,0
1467,cancel my reminders,4
1468,set an alarm for 622,8
1469,Will it be too hot to keep my dog outside today?,5
1470,skip the first song of the album,1
1471,Video call my sister on her whatsapp,9
1472,Remind me I have an appointment tomorrow,4
1473,What year will Nick turn 30?,2
1474,Set a reminder for Melanie to call her aunt next Thursday.,4
1475,If despacito is on I would skip it,1
1476,Remind me to watch church on TV Sunday 7am,4
1477,How long did Lu go to UofA?,2
1478,start a call with the son of Raelynn,9
1479,Sunny today?,5
1480,"What's the latest news from Raleigh, NC?",6
1481,contact Kinley with Messenger,9
1482,remind me in 45 minutes,4
1483,Show me the employees at the bowling alley.,2
1484,Set a timer for 15 minutes?,10
1485,Play Katy Perry's latest song,1
1486,is jake online?,9
1487,Give me more details on the efforts to repeal Obamacare.,6
1488,whom do i know from San Francisco?,2
1489,are you able to find the lyric for this song?,1
1490,Create an alarm reminder to ring the hairdressers for tomorrow at 4pm,8
1491,What is a good recipe for pork in the crockpot,7
1492,alarm restart,8
1493,Read me more on the top stories,6
1494,I'd like to have the number for Glen Smith please,2
1495,Recipe for fried chicken,7
1496,List joe fathers in law upcoming birthdays,2
1497,Add 5 minutes to timer,10
1498,Place a call with exbox team,9
1499,How do you keep chicken from becoming dry,7
1500,Barrow in Furness weather forecast,5
1501,get me messages from dad Dahlia,0
1502,Send a message to my husband that my meeting got out early so i'll be home earlier than planned.,0
1503,Make a reminder for work event.,4
1504,Set my timer for 1 minute and 30 seconds,10
1505,bump up all my alarms by 30 minutes,8
1506,Can you remind me to apply for college on Monday?,4
1507,what's the low today?,5
1508,Find a recipe for cabbage rolls,7
1509,las vegas shows,3
1510,Did I set a reminder for the sales pitch on Monday,4
1511,show me all the reminders for the wedding dress fittings this month,4
1512,Things to do in Denver next weekend,3
1513,Can you tell me the locations of every work dinner reminders for the next month?,4
1514,please record a video message for John and Jack,0
1515,Please set up an alarm for Friday morning at 10,8
1516,set a practice test taking timer for 90 minutes,10
1517,does rich live in atlantic city,2
1518,What does the forecast look like for the week,5
1519,Cancel reminder to call mom,4
1520,Current european headlines,6
1521,Remind me to pack hubby's lunch bag for work tomorrow.,4
1522,what is the percentage chance of rain for tonight,5
1523,see if delores will answer right now,9
1524,Dial Anna and add her to this call,9
1525,Set alarm for 10 am on Wednesday,8
1526,new timer for 15 minutes,10
1527,Remind me to shop groceries tonight,4
1528,is my daughter online,9
1529,Do not answer this call.,9
1530,Hangup call,9
1531,what were the headlines on CNN,6
1532,Play Doxology by Phil Wickham.,1
1533,Clear my walk the dog reminder,4
1534,Who that I know is graduated From Yale?,2
1535,Is anyone not busy,9
1536,see if pauline wants to attend my thanksgiving get together,0
1537,remind me to call my mom tuesday morning,4
1538,Could you please help me setup my default phone call provider as Whatsapp,9
1539,create an alarm for may 9th at 12,8
1540,respond to Camilla with a video,0
1541,Tell me about the weather in Paris tomorrow,5
1542,What's the top story on the New York Times,6
1543,Local news headlined,6
1544,Play some Bring Me the Horizon.,1
1545,Anything fun happening in Philadelphia this weekend,3
1546,Shuffle the songs on my Pandora playlist,1
1547,Can you get my past events please?,3
1548,switch call now,9
1549,Please call Adam.,9
1550,What are the relevant stories for today?,6
1551,Play the Trolls soundtrack,1
1552,Access the phone app and call Jim,9
1553,add friend to call,9
1554,Delete my meeting reminder.,4
1555,who are Alysha's friends,2
1556,Create an alarm for 7pm,8
1557,play Boy With Luv,1
1558,what is the latest news on the  riots in Missouri?,6
1559,Add boss to current call,9
1560,Please remind me of Billy's doctor appointment today at 2:15 this afternoon.,4
1561,How hot is it going to be in Phoenix tomorrow,5
1562,delete reminder about doctors appointment on tuesday,4
1563,Who is living in Oklahoma City now?,2
1564,What is the Weather in Texas right now,5
1565,how much water is used to cook brown rice,7
1566,Set an alarm for 6:30 am.,8
1567,do I need to take an umbrella?,5
1568,Read the political headlines please,6
1569,What will the weather be like in San Francisco at 6pm?,5
1570,let's record a video message for Letitia Lombrana with instructions,0
1571,What's trending in the news?,6
1572,Please play Country music.,1
1573,What`s the weather like in Australia ?,5
1574,Please play some workout music.,1
1575,Please erase all my alarm entries,8
1576,Football score news,6
1577,Repeat current song,1
1578,Did Linda graduate from UCLA?,2
1579,send it to Laura on Messenger,0
1580,Give Susan a call,9
1581,what events happened in the news this week?,6
1582,Who is playing right now,1
1583,Do you have a reminder set for my test tomorrow?,4
1584,I need a reminder for tomorrow morning at 6AM please,4
1585,message my brother that my plane will arrive at 6 p. m. on sunday the 5th,0
1586,Give me the latest financial news,6
1587,video call Katrina and Simon,9
1588,Create alarms for Thursday and Friday at 5pm,8
1589,we are gonna call Matthew now,9
1590,find some music to play,1
1591,current world headlines,6
1592,What kind of butter is good for the diet,7
1593,Ring Cade,9
1594,Please pause this track now.,1
1595,respond to Marshall with a video message,0
1596,show me the reinders about the family reunion plans,4
1597,set an alarm for 1645h,8
1598,Read me the recent news headlines,6
1599,any anime concerts soon,3
1600,Give me a news update about the China base in Djibouti.,6
1601,Read me some of the headlines from CNN.,6
1602,I need a recipe for steak,7
1603,Tell me the weather forecast for Europe.,5
1604,What is the high temperature today?,5
1605,hang up Danielle,9
1606,what is the current weather in myrtle beach,5
1607,Delete all reminders for my nail appointments next month.,4
1608,Remind me to buy eggs at 5pm,4
1609,How much sugar do I need for homemade jam,7
1610,Whats the cooking time for an 10 pound turkey,7
1611,Set an alarm for tomorrow at 8am,8
1612,"Were any of Nussbaumer in laws born on July 7th, 1986?",2
1613,Remind me to make a dish to pass for dinner on Sunday at mom's place.,4
1614,Snooze alarm until noon.,8
1615,Can you give me entertainment news for 9/25,6
1616,Set a reminder for Monday.,4
1617,How much longer on this countdown?,10
1618,pause the music,1
1619,call Natalia on video with Whatsapp,9
1620,Can you set a reminder to turn off my son's alarm this evening?,4
1621,using Messenger call Eden,9
1622,"Temperature right now,",5
1623,create alarm for 1h30,8
1624,News on Politics,6
1625,Ask Josh when he will get to my house.,0
1626,How is the weather effecting the road?,5
1627,call Whatsapp Rylie Shannon,9
1628,can you help me make a video message for Barry,0
1629,Can you remind us to go to lunch on Saturday,4
1630,delete all my  timers for today,10
1631,Set my status as going for the second event,3
1632,Remind me to call Janice at 5pm.,4
1633,Is anyone online?,9
1634,"Spotify, Play 50 Cent",1
1635,what is new in local news,6
1636,things to do in columbus next month,3
1637,Who works at Wegmans,2
1638,Read me the weather for today,5
1639,Whats happening in Atlanta this weekend,3
1640,what's the forecast for Juno Alaska for next week,5
1641,Create an alarm to go off Monday morning at 9am.,8
1642,Is there new news about Justin Bieber and Selena Gomez getting back together?,6
1643,or anything from the bee gees,1
1644,Remind me to turn my 2 week notice in on Friday,4
1645,Find me a good meatball sub recipe,7
1646,Has Raelynn messaged me today?,0
1647,set an alarm for 11 months please,8
1648,Shuffle my music.,1
1649,Where can I find a show,3
1650,how do you separate a yolk from egg white,7
1651,Delete my reminder for Tuesday's lunch meeting.,4
1652,Any latest news?,6
1653,shuffle pop music,1
1654,Anyone I know live in Brooklyn?,2
1655,Please erase the reminder I had to do dishes at 4,4
1656,Temperature next week around Shanghai C,5
1657,What company does Zach work for?,2
1658,Resume timer now,10
1659,can I message Adelina and tell her hey can you send me that guy you know at westlands number again,0
1660,show me who's lounging around,9
1661,send a video message please,0
1662,Do I know anyone who lives in florida?,2
1663,How do you make homemade spaghetti,7
1664,Today's news,6
1665,when does the rain start,5
1666,Increase current timer by 6 minutes,10
1667,call with Vegetarian cooking on Hangouts,9
1668,show political news,6
1669,How old will Bill be on his next birthday?,2
1670,I need to call Dave,9
1671,What are the latest news in Virginia?,6
1672,Time left,10
1673,how many hours until the alarm?,8
1674,Are there any local events going on this week,3
1675,Show me all the people I know well that are online currently,9
1676,Any unread messages from the last 5 hours?,0
1677,please send it to Jose via WhatsApp,0
1678,Notify me of all alarms,8
1679,any news about donald trump,6
1680,salad bar ideas,7
1681,will it be windy is Seattle today,5
1682,how close is the thunderstorm i am hearing outside,5
1683,How long has Jeff worked at Amazon?,2
1684,message dave to pickup my prescription,0
1685,Let Chris know I am going to the Lindsey sterling concert at DTE in a few weeks,0
1686,Set a reminder to buy Grandma a birthday present,4
1687,What time does the sun go down in Colorado,5
1688,is it going to snow this weekend,5
1689,Set a weekly alarm for every Tuesday at 17pm for the next ten weeks.,8
1690,"Dial up Ashton, Walter and Francis",9
1691,Will it rain in the next few days?,5
1692,add time to my Plank timer,10
1693,play beyonce 4 album,1
1694,remind me to buy milk in an hour,4
1695,What does the timer say?,10
1696,set my status as maybe for Psychedelics and Social Justice,3
1697,How much longer on my timer?,10
1698,Set an alarm for Christmas Day December 25th at 12am,8
1699,Set alarm for 10 p.m. tonight,8
1700,Did Tom ever get a degree in medicine?,2
1701,Snooze alarm.,8
1702,make a 20 minute timer,10
1703,Did I get any calls from my wife,9
1704,what is the forecast for Orlando next week,5
1705,I need to call my cousin Chuck,9
1706,When does my time run out?,10
1707,stop playing music,1
1708,How many calories are in a bowl of Rocky Road Ice Cream,7
1709,i want to play a song,1
1710,Set an alarm for 9pm tomorrow,8
1711,Weather in West Valley City,5
1712,Tell me about Trevor,2
1713,Find the reminders about grocery shopping.,4
1714,Does my cousin still live in Boulder?,2
1715,Give me a weather forecast for the 26th of May,5
1716,Can you show me headlines from NPR?,6
1717,i want to call Madelyn Gabrielle Hernandez,9
1718,Set up a reminder for mum's birthday on August 13th.,4
1719,would you text Jordan and Steven,0
1720,show me spaghetti sauce recipes with no onions,7
1721,Recent news about north korea,6
1722,Friend of my mom,2
1723,show me free people,9
1724,Where is John from?,2
1725,set a reminder that football practice starts back up on monday at 3pm,4
1726,Add 30 more minutes to the cooking timer.,10
1727,go to iheartradio and play AMP Radio,1
1728,What is the temperature forecast between 2 pm to 7 pm?,5
1729,i want to see messages from Braelyn,0
1730,Give me Bobby's work address,2
1731,What concerts are playing in Buffalo Friday night,3
1732,Please call my cousin now.,9
1733,How many calories are in a chicken breast,7
1734,How hot is it next week dublin in degrees C,5
1735,bbc headlines,6
1736,Play only anthems,1
1737,what alarms are set?,8
1738,List the ingredients for the spaghetti sauce,7
1739,has anyone messaged me in the last hour,0
1740,What will the weather be like for the next 3 days?,5
1741,Remind me to close the door,4
1742,set myself to unavailable,9
1743,delete the reminder about picking up donuts for the meeting,4
1744,Remove the reminder to feed my neighbor's cat,4
1745,please remove all my reminder,4
1746,what is the status on the travel ban,6
1747,Remind me to take an extra credit survey,4
1748,Send a message asking Jim if you saw the figures for new sales forecast,0
1749,i would like to message my grandparents video message,0
1750,call Betty number one,9
1751,how much time is left on this timer,10
1752,are there any birthdays upcoming on wednesday,2
1753,call Trinity Madden through whatsapp,9
1754,tell me the ingredients for  a nacho supreme,7
1755,cancel all alarms and reminders,4
1756,Make a recurring alarm that goes off on Fridays at 10am for the next 3 weeks,8
1757,put spotify as my default app,1
1758,What time does sunset start,5
1759,Remind me to make an appointment for an oil change.,4
1760,Are there any severe weather advisories for the Pacific Northwest,5
1761,Remind me to call the my sister to check about the printer tonight at 10PM,4
1762,Remind me to buy eggs this weekend.,4
1763,Did any of my friends go to Harvard University?,2
1764,Skype call to Michael,9
1765,"For the next 2 weeks, create alarm for 7am every morning",8
1766,Ring my sisters at home,9
1767,change the time for exercise reminder,4
1768,please find the top greek recipes out there that include olives,7
1769,Set my alarm for 10:00 AM every Tuesday and Thursday.,8
1770,Swap over to video chat.,9
1771,reset the timer back to ten,10
1772,I wanna send a video,0
1773,Could you put the call on hold,9
1774,what are the local news updates,6
1775,Are there any concerts tonight,3
1776,how many calories are in a hamburger sandwich,7
1777,play my playlist on pandora,1
1778,Can I get an alarm for 8am?,8
1779,what are the high/lows tomorrow,5
1780,no call Daniel Nguyen,9
1781,could you video message Jonathan Brock Li,0
1782,remove grandpa Phil from the conversation,9
1783,give Marissa a call,9
1784,What temperature should I cook the pizza,7
1785,begin call with sisters,9
1786,Best chicken recipe,7
1787,Who works at Creative Consultants?,2
1788,How do you make a perfect omelet,7
1789,How many calories in one piece of fried chicken leg,7
1790,what is the wind speed,5
1791,a good southern style mac n cheese recipe,7
1792,How much time do I have left on my cookies?,10
1793,When are my alarms set?,8
1794,Stop making this sound,8
1795,What's today's headlines form the Huffington Post?,6
1796,add 9 minutes more to my Floss timer,10
1797,Can I add salt to unsalted butter,7
1798,how many calories in an orange,7
1799,can you send it to Judith on WhatsApp,0
1800,Set alarm at 1 PM 4 PM and 7 PM,8
1801,whats weather forecast for tomorrow,5
1802,Friends of Bob,2
1803,Remind me to purchase tickets for the Atlanta Hawks next home gane,4
1804,recipe for green bean casserole,7
1805,Display all reminders for the Eastern time zone that are about John's business now.,4
1806,How do I make blueberry pie from scratch,7
1807,get the call,9
1808,How much time is left on my timer.,10
1809,show me my messages from auntie Iris,0
1810,Move my alarm to 8 am.,8
1811,Turn timer off after first alarm,10
1812,Set alarm for four hours from now,8
1813,make a call to Emerson's partner,9
1814,what are you playing on Spotify right now,1
1815,What are my reminders for next Sunday?,4
1816,on whatsapp call Jace's cell,9
1817,please call Lillie Lawrence right away,9
1818,turn on my availability,9
1819,what is the current barometric pressure,5
1820,get me the Wednesday weather report for half moon bay,5
1821,Set a reminder to pick up my dry cleaning after work today,4
1822,"Let me know the weather forecast in Quebec, Canada.",5
1823,Do I have friends that live in Baltimore?,2
1824,What is the latest news on Russia?,6
1825,Set music application as google play music for me,1
1826,Special events in downtown Baltimore this weekend,3
1827,is it going to freeze today,5
1828,I'd like to call with Chandler and Sofia,9
1829,remind me tomorrow to call jen,4
1830,"Is there any progress in negotiations among Canada, the US and Mexico?",6
1831,Tell me how many calories are in a serving of chicken pot pie,7
1832,Remind me to pick up Joanie on my way to work tomorrow.,4
1833,Tell me the weather for today,5
1834,when did scaramucci get fired?,6
1835,What is going on in Roswell tomorrow,3
1836,Anna Farris and Chris Pratt divorce details,6
1837,How is the weather in Long Island city tonight,5
1838,return to the previous song,1
1839,Stop ringing the alarm,8
1840,Latest NFL news?,6
1841,Play the Beatles oldest album.,1
1842,Play the song Brown Eyed Girl.,1
1843,How old Is tom?,2
1844,Set a lunch alarm for the 17th at 1pm,8
