doc_idx,true_label,kmeans_k8_s0,kmeans_k8_s1,kmeans_k8_s2,kmeans_k17_s0,kmeans_k17_s1,kmeans_k17_s2,kmeans_k34_s0,kmeans_k34_s1,kmeans_k34_s2,kmeans_k68_s0,kmeans_k68_s1,kmeans_k68_s2,kmeans_k136_s0,kmeans_k136_s1,kmeans_k136_s2,gmm_k8_s0,gmm_k8_s1,gmm_k8_s2,gmm_k17_s0,gmm_k17_s1,gmm_k17_s2,gmm_k34_s0,gmm_k34_s1,gmm_k34_s2,gmm_k68_s0,gmm_k68_s1,gmm_k68_s2,gmm_k136_s0,gmm_k136_s1,gmm_k136_s2,spectral_k8_s0,spectral_k8_s1,spectral_k8_s2,spectral_k17_s0,spectral_k17_s1,spectral_k17_s2,spectral_k34_s0,spectral_k34_s1,spectral_k34_s2,spectral_k68_s0,spectral_k68_s1,spectral_k68_s2,spectral_k136_s0,spectral_k136_s1,spectral_k136_s2,ward_k8,ward_k17,ward_k34,ward_k68,ward_k136,leiden_k8_s0,leiden_k8_s1,leiden_k8_s2,leiden_k17_s0,leiden_k17_s1,leiden_k17_s2,leiden_k34_s0,leiden_k34_s1,leiden_k34_s2,leiden_k68_s0,leiden_k68_s1,leiden_k68_s2,leiden_k136_s0,leiden_k136_s1,leiden_k136_s2
751,17,7,4,0,8,10,15,8,17,12,30,13,20,79,125,20,4,4,7,13,10,7,30,9,31,59,51,34,59,51,115,2,1,0,3,7,7,1,8,31,63,44,18,92,53,111,8,17,32,64,129,0,0,0,4,5,5,23,22,8,46,64,42,87,87,96
752,19,1,0,6,1,13,12,11,28,10,29,5,53,107,5,53,1,0,3,1,8,3,24,32,27,65,20,29,118,114,130,4,6,5,9,10,6,22,21,20,21,64,17,75,79,86,3,3,6,8,16,5,5,5,6,6,6,26,25,25,17,16,18,4,4,104
753,14,2,6,3,14,12,11,12,26,3,65,54,5,65,116,104,2,3,4,2,3,4,2,3,2,3,41,52,3,107,52,3,5,3,4,4,14,11,0,2,3,33,11,10,40,3,4,4,10,15,27,3,3,3,0,0,3,0,1,1,20,18,20,64,62,72
754,16,3,5,1,9,5,1,9,4,1,10,49,17,10,49,108,5,5,5,5,5,5,5,5,5,50,27,5,90,5,94,5,2,4,6,3,5,26,6,3,2,9,53,38,7,30,5,6,12,20,37,4,4,4,1,1,1,4,4,4,38,24,12,41,54,37
755,16,3,5,1,9,5,1,9,4,1,35,49,17,134,49,108,5,5,5,5,5,5,5,5,5,50,27,5,90,5,94,5,2,4,6,3,5,26,6,3,2,9,53,38,7,30,5,6,12,20,37,4,4,4,1,1,1,4,4,4,38,24,12,84,54,37
756,14,2,6,3,14,12,11,23,26,23,41,54,25,65,104,19,2,3,4,2,3,4,2,3,2,38,45,54,109,45,86,3,5,3,4,4,14,11,0,2,50,33,11,10,40,3,4,4,10,14,26,3,3,3,0,0,3,0,1,1,16,7,20,110,105,105
757,14,2,6,3,14,6,11,23,26,23,65,12,25,65,12,104,2,3,4,2,3,4,2,3,2,3,41,52,114,107,25,3,5,3,4,4,14,11,0,2,3,33,11,133,8,33,4,4,10,15,28,3,3,3,0,0,3,0,1,1,20,18,20,83,61,119
758,16,3,5,1,9,5,1,9,4,22,10,49,17,10,49,17,5,5,5,5,5,5,5,5,5,50,27,5,90,5,94,5,2,4,6,3,5,26,6,3,2,9,53,38,7,30,5,6,12,20,35,4,4,4,1,1,1,4,4,4,38,45,12,129,74,125
759,23,7,4,0,8,15,8,30,18,32,60,44,60,60,105,80,4,4,7,13,11,7,30,9,31,46,19,34,111,19,34,2,1,0,3,7,7,1,8,31,61,51,40,127,55,8,8,14,29,55,109,0,0,0,4,5,5,8,22,8,29,32,27,70,103,88
760,28,7,4,0,8,15,8,27,18,6,48,51,33,121,107,80,4,4,7,14,11,12,9,4,33,19,28,47,117,93,107,2,1,0,3,7,7,1,8,31,61,51,40,79,28,45,8,14,29,57,113,0,0,0,4,5,5,8,19,8,29,32,27,62,44,32
761,21,4,3,5,4,8,10,24,3,26,20,3,8,52,3,133,3,2,1,3,2,15,21,24,1,55,29,46,67,120,125,0,3,2,2,5,1,6,11,1,37,3,63,123,10,81,1,1,1,1,2,2,2,2,2,2,2,14,0,0,31,20,40,20,111,67
762,15,6,1,7,13,9,7,6,11,24,34,11,64,34,58,52,7,6,0,7,6,9,6,31,22,63,17,48,132,17,100,1,4,1,5,9,0,33,3,11,17,56,30,79,28,45,7,13,21,36,67,0,0,0,3,13,4,28,28,27,34,35,32,130,80,14
763,21,4,3,5,4,8,5,19,27,4,52,47,58,100,47,68,3,2,1,3,2,15,29,33,1,67,2,40,86,2,40,0,3,2,2,5,1,6,11,1,37,3,63,15,45,9,1,1,2,2,4,2,2,2,2,2,2,27,0,0,24,20,22,29,5,4
764,26,6,1,7,10,4,13,17,32,2,32,27,67,32,120,67,3,2,1,10,15,10,12,13,14,14,9,13,14,9,13,1,4,1,10,8,10,5,10,27,57,18,44,42,23,55,6,8,14,22,42,2,2,2,13,15,15,25,24,24,21,17,11,50,19,23
765,15,6,1,7,13,9,7,6,11,18,25,57,64,102,57,64,7,6,0,7,6,9,6,31,22,15,65,39,15,65,39,2,1,0,5,9,0,27,25,28,52,17,26,60,5,67,7,13,21,36,66,0,0,0,3,13,4,28,28,27,34,35,32,19,76,14
766,14,2,6,3,2,6,11,28,5,29,18,45,54,95,38,54,2,3,4,2,3,4,32,3,2,29,43,49,85,43,75,3,5,3,4,4,14,11,0,2,16,10,49,6,89,18,4,4,10,12,21,3,3,3,0,0,3,10,10,23,15,13,25,9,23,11
767,21,4,3,5,4,8,5,31,27,4,63,21,12,89,70,83,3,2,1,3,2,15,29,33,1,18,24,40,18,79,90,0,3,2,2,5,1,6,11,1,12,1,1,132,68,39,1,1,3,4,7,2,2,2,2,2,2,1,0,0,32,33,33,30,30,25
768,14,2,6,3,14,12,3,29,12,33,44,40,19,43,40,89,2,3,4,2,3,4,23,15,24,33,23,31,33,23,31,3,5,3,4,4,14,17,22,32,20,38,12,51,34,56,4,4,9,11,20,3,3,3,0,0,14,22,20,22,11,12,9,2,3,2
769,31,7,4,0,8,16,15,15,31,12,57,57,16,57,95,16,4,4,7,13,4,7,14,19,13,13,39,11,13,39,84,2,1,0,3,7,7,0,29,5,32,63,2,36,25,119,7,13,21,36,67,0,0,0,4,8,5,5,5,5,8,14,17,45,12,47
770,15,6,1,7,13,1,7,14,30,7,31,59,23,75,118,23,7,6,0,15,6,9,13,6,10,66,6,17,66,6,118,1,4,1,5,9,0,33,3,11,51,65,16,106,103,97,7,13,24,45,90,0,0,0,3,3,4,16,7,7,40,39,30,82,93,71
771,26,0,7,2,10,4,13,17,32,2,32,27,2,32,130,88,3,2,1,10,15,10,12,13,14,58,54,67,121,54,135,1,4,1,10,8,10,28,31,17,65,42,22,88,17,126,6,8,14,22,42,2,2,2,13,15,15,25,24,24,21,17,11,25,56,59
772,14,2,6,3,2,6,11,28,5,29,18,45,54,95,45,25,2,3,4,2,3,4,32,3,2,29,43,49,85,43,75,3,5,3,4,4,14,11,0,2,16,10,49,6,89,18,4,4,10,12,21,3,3,3,0,0,3,10,10,23,15,13,25,9,23,11
773,14,2,6,3,2,6,4,33,15,3,14,7,22,27,115,6,2,3,4,2,3,4,32,3,2,22,59,49,125,102,80,3,5,3,4,4,14,11,0,2,3,33,11,53,4,45,4,4,10,13,23,3,3,3,0,0,3,0,1,1,23,30,29,36,61,33
774,21,4,3,5,4,8,10,24,3,26,52,3,8,52,3,133,3,2,1,3,2,15,21,24,1,55,29,46,67,120,125,0,3,2,2,5,1,6,11,1,37,3,63,123,97,81,1,1,1,1,2,2,2,2,2,2,2,14,0,0,24,20,22,20,111,16
775,26,0,7,2,10,4,13,5,32,2,32,27,67,45,130,88,3,2,1,10,15,10,12,13,14,14,9,13,14,9,13,0,3,2,10,8,10,5,11,1,57,18,44,15,45,9,6,8,14,22,42,2,2,2,13,15,15,25,24,24,21,17,11,59,19,23
776,14,2,6,3,2,6,11,12,26,3,65,54,5,95,116,56,2,3,4,2,3,4,2,3,2,38,45,54,109,45,86,3,5,3,4,4,14,11,0,2,3,33,11,6,89,18,4,4,10,14,26,3,3,3,0,0,3,0,1,1,20,18,20,99,77,103
777,9,6,1,7,10,4,13,22,7,11,38,26,34,124,26,34,0,1,2,16,13,14,8,20,12,21,10,16,21,10,16,7,7,7,11,11,4,19,9,9,11,5,4,88,17,126,6,9,15,24,44,7,7,7,10,10,10,19,17,17,6,6,5,0,1,0
778,16,3,5,1,9,5,1,18,4,1,46,41,14,101,81,14,5,5,5,5,5,5,19,18,5,44,61,28,23,48,30,5,2,4,6,3,5,31,23,14,44,39,39,41,93,54,5,5,11,16,29,4,4,4,1,1,1,9,9,10,58,55,59,72,63,73
779,19,1,0,6,1,13,12,11,9,10,1,20,53,1,20,117,1,0,3,1,8,3,24,32,27,65,20,29,65,20,29,4,6,5,9,10,6,22,21,20,24,29,14,16,130,11,3,3,6,8,15,5,5,5,6,6,6,26,25,25,17,16,18,4,4,8
780,14,2,6,3,14,12,11,12,26,3,65,54,5,65,116,104,2,3,4,2,3,4,2,3,2,3,41,52,3,41,132,3,5,3,4,4,14,11,0,2,3,33,11,53,132,100,4,4,10,15,27,3,3,3,0,0,3,0,1,1,22,21,13,28,39,44
781,14,2,6,3,2,6,4,28,5,8,27,12,54,95,54,54,2,3,4,2,3,4,2,3,2,22,3,52,48,77,54,3,5,3,4,4,14,11,0,2,3,33,11,6,89,18,4,4,10,15,28,3,3,3,0,0,3,0,1,1,15,13,25,9,62,11
782,13,6,2,4,11,14,9,3,8,21,55,43,48,55,73,48,0,7,2,9,9,8,10,8,9,10,13,10,10,13,10,1,4,1,8,14,12,14,2,10,36,13,46,99,83,85,6,7,13,21,40,1,1,1,11,12,11,18,16,15,3,5,2,3,0,3
783,21,4,3,5,4,8,5,19,27,4,52,47,58,100,21,83,3,2,1,3,2,15,29,33,1,18,24,38,72,87,129,0,3,2,2,5,1,6,11,1,12,1,1,79,44,45,1,1,3,4,7,2,2,2,2,2,2,27,0,0,24,20,22,29,5,4
784,29,7,1,7,12,1,7,14,19,7,60,33,40,85,33,40,7,6,0,14,16,12,16,27,11,40,36,55,40,36,72,2,1,0,5,9,0,1,8,31,9,55,56,104,81,52,7,13,23,41,78,0,0,0,7,9,9,11,26,16,41,52,48,71,68,63
785,14,2,6,3,14,12,11,12,26,23,65,54,25,65,116,104,2,3,4,2,3,4,2,3,2,3,3,52,48,77,54,3,5,3,4,4,14,11,0,2,3,33,11,6,89,18,4,4,10,15,27,3,3,3,0,0,3,0,1,1,20,13,25,64,62,11
786,13,0,2,4,11,14,9,3,8,21,26,43,46,26,123,46,0,7,2,9,9,8,10,8,9,53,13,61,53,133,61,1,4,1,8,14,12,14,2,10,67,13,46,13,124,98,6,11,18,29,53,1,1,1,11,12,11,18,16,15,3,5,2,104,96,100
787,9,0,7,2,0,2,2,13,24,14,40,11,55,84,11,55,0,1,2,8,1,11,28,1,18,12,58,32,78,58,32,1,4,1,1,1,16,3,20,6,8,35,59,11,131,21,6,10,16,26,46,1,1,1,5,4,0,3,3,3,25,25,21,16,10,9
788,18,5,0,6,5,11,16,20,0,5,33,0,13,33,0,116,6,0,6,6,0,6,25,0,3,37,0,3,124,0,3,6,0,6,0,2,3,7,15,29,41,53,7,25,50,78,2,2,4,5,8,6,6,6,8,7,7,2,2,2,14,10,7,18,18,18
789,19,1,0,6,16,3,12,26,23,15,16,25,32,16,72,75,1,0,3,1,8,3,33,7,8,35,21,63,35,83,63,4,6,5,7,6,2,4,5,4,18,16,5,27,99,102,3,3,8,10,19,5,5,5,6,6,6,6,6,6,12,4,3,1,2,1
790,9,0,7,2,0,7,2,21,24,19,40,42,37,4,42,135,0,1,2,8,14,2,17,22,6,28,11,58,82,11,58,1,4,1,1,1,16,3,33,30,4,27,10,131,29,83,6,12,20,33,61,1,1,1,5,4,0,13,11,11,2,3,1,78,16,39
791,19,1,0,6,16,13,12,26,23,25,47,64,31,62,64,75,1,0,3,1,8,3,33,7,8,24,21,63,116,94,8,4,6,5,7,6,2,4,5,4,18,16,5,100,35,36,3,3,8,10,19,5,5,5,6,6,6,6,6,6,12,4,23,1,2,1
792,14,2,6,3,2,6,4,2,15,8,14,7,22,27,10,110,2,3,4,2,3,4,2,3,2,3,3,52,109,45,54,3,5,3,4,4,14,11,0,2,50,33,0,53,4,100,4,4,10,13,23,3,3,3,0,0,3,0,1,1,23,7,10,36,90,33
793,30,7,4,0,8,0,6,7,29,28,36,9,11,36,134,127,4,4,7,13,12,7,20,23,23,27,31,37,27,31,37,2,1,0,3,7,7,9,16,15,31,49,35,98,61,66,8,16,31,62,125,0,0,0,4,11,13,8,12,8,44,46,45,43,36,36
794,32,7,4,0,8,10,14,10,25,9,51,63,47,51,63,85,4,4,7,11,10,13,31,29,29,17,33,35,126,33,35,2,1,0,16,13,13,2,19,0,39,43,47,84,88,87,8,14,26,49,96,0,0,0,7,5,8,23,22,26,28,27,26,8,8,31
795,31,7,4,0,8,16,15,8,17,12,49,13,35,98,13,96,4,4,7,13,4,7,14,30,25,54,12,36,104,134,111,2,1,0,3,7,7,0,32,18,63,44,18,93,72,99,8,17,32,64,128,0,0,0,4,8,5,5,5,5,18,11,15,65,49,58
796,9,7,4,0,10,4,13,5,32,11,45,24,34,45,26,112,0,1,2,16,13,14,8,20,12,21,10,16,21,10,16,1,4,1,2,5,1,6,11,1,12,1,1,79,28,45,6,9,15,23,43,7,7,7,10,10,10,19,17,17,6,6,5,111,135,113
797,14,2,6,3,14,6,11,23,26,3,65,12,25,65,54,104,2,3,4,2,3,4,2,3,2,3,3,52,48,41,54,3,5,3,4,4,14,11,0,2,3,33,11,53,4,100,4,4,10,15,28,3,3,3,0,0,3,0,1,1,22,21,13,28,110,44
798,16,3,5,1,9,5,1,18,4,1,46,41,14,109,41,14,5,5,5,5,5,5,19,18,5,23,46,30,112,46,91,5,2,4,6,3,5,31,23,14,53,14,28,134,86,63,5,6,12,18,32,4,4,4,1,1,1,9,9,10,9,8,19,55,25,46
799,4,7,4,0,8,16,15,8,17,12,49,13,35,91,89,35,4,4,7,13,4,7,14,30,25,54,12,59,54,135,59,2,1,0,3,7,7,0,32,18,63,44,18,24,101,106,8,17,32,63,127,0,0,0,4,8,5,5,5,5,18,11,15,88,58,80
800,9,0,7,2,10,2,13,13,24,14,28,62,65,38,62,70,0,1,2,16,1,11,28,1,18,47,1,32,94,69,88,1,4,1,1,1,16,30,20,6,29,62,13,78,95,73,6,10,16,25,45,1,1,1,5,4,10,3,3,3,33,31,35,15,15,13
801,18,5,0,6,5,11,16,20,0,5,33,66,3,99,66,13,6,0,6,6,0,6,25,0,3,7,62,45,88,91,101,6,0,6,0,2,3,13,14,7,58,21,66,31,31,50,2,2,4,5,10,6,6,6,8,7,7,2,2,2,14,10,7,49,13,55
802,29,7,4,0,8,15,14,27,18,6,24,18,51,127,18,126,4,4,7,14,11,12,9,4,33,19,28,7,45,30,70,2,1,0,3,7,7,1,8,31,17,56,30,79,12,53,8,14,28,53,104,0,0,0,7,5,8,24,19,29,48,50,51,26,33,21
803,19,1,0,6,1,13,12,11,9,10,1,20,53,1,20,117,1,0,3,1,8,3,24,32,27,65,20,29,65,20,29,4,6,5,9,10,6,22,21,20,24,29,14,16,60,11,3,3,6,8,15,5,5,5,6,6,6,26,25,25,17,16,18,4,4,8
804,21,4,3,5,4,8,5,31,27,4,3,15,12,131,75,122,3,2,1,3,2,15,3,2,1,34,53,1,34,53,1,0,3,2,2,5,1,6,11,1,0,66,65,83,2,124,1,1,3,4,6,2,2,2,2,2,2,1,0,0,13,1,34,12,24,30
805,24,0,7,2,0,7,2,21,24,19,40,19,29,87,19,119,7,6,0,12,6,9,26,17,4,26,52,4,26,52,4,1,4,1,1,1,16,26,33,30,17,56,9,55,96,115,6,12,20,34,62,4,4,4,1,9,1,33,31,31,45,56,56,105,83,107
806,19,1,0,6,16,3,12,26,23,15,16,25,32,16,72,75,1,0,3,1,8,3,33,7,8,35,21,63,35,83,63,4,6,5,7,6,2,4,5,4,18,16,5,27,99,102,3,3,8,10,19,5,5,5,6,6,6,6,6,6,12,4,3,1,2,1
807,9,0,7,2,0,2,2,13,24,14,40,55,61,84,55,135,0,1,2,8,1,11,15,1,18,64,42,6,12,90,89,1,4,1,1,1,16,3,20,6,8,35,59,74,30,121,6,10,16,26,46,1,1,1,5,4,0,3,3,3,25,25,21,96,109,108
808,15,0,2,4,3,14,9,3,13,17,67,37,15,77,100,102,0,1,2,0,7,2,0,21,17,0,64,56,83,64,104,1,4,1,5,9,0,33,3,11,17,56,30,115,6,32,6,11,18,30,55,1,1,1,5,9,4,12,7,7,53,62,58,113,71,115
809,11,7,4,0,3,15,8,32,13,30,61,29,7,110,129,77,0,1,2,0,7,2,0,21,17,0,32,27,0,32,27,1,4,1,1,1,16,29,33,30,43,0,42,122,1,127,7,13,23,42,80,1,1,1,9,9,0,7,8,9,7,22,16,10,11,6
810,18,5,0,6,5,11,16,20,0,13,5,66,24,108,9,24,6,0,6,6,0,6,7,25,21,56,26,22,68,60,22,6,0,6,0,2,3,13,14,7,33,25,64,107,13,45,2,2,4,5,9,6,6,6,8,7,7,2,2,2,0,0,0,11,9,12
811,17,7,4,0,8,15,8,6,33,27,17,58,43,17,127,72,4,4,7,14,16,12,9,4,33,9,28,47,93,129,93,2,1,0,5,9,0,1,8,31,17,56,30,79,63,25,7,13,23,44,88,0,0,0,3,3,4,17,15,21,37,28,4,118,41,48
812,29,7,4,0,8,10,14,10,20,9,56,17,47,56,17,95,4,4,7,11,10,13,31,29,29,17,33,35,17,33,76,2,1,0,16,13,13,23,27,22,47,46,38,47,37,93,8,14,26,48,94,0,0,0,7,5,8,23,22,26,28,27,26,8,8,31
813,15,6,1,7,13,9,7,4,1,24,4,1,59,78,59,59,7,6,0,12,6,9,26,17,26,31,22,42,31,22,42,1,4,1,5,9,0,33,3,11,48,58,45,109,125,110,6,12,19,31,57,0,0,0,3,3,4,16,23,20,19,15,14,5,6,7
814,16,3,5,1,9,5,1,9,4,22,10,49,39,134,49,82,5,5,5,5,5,5,5,5,5,50,27,5,90,5,94,5,2,4,6,3,5,26,6,3,2,9,9,38,7,30,5,6,12,20,35,4,4,4,1,1,1,4,4,4,38,24,12,41,54,37
815,9,0,7,2,10,4,13,22,7,11,38,26,34,124,24,34,0,1,2,16,13,14,8,20,12,21,10,16,21,10,16,7,7,7,11,11,4,19,9,9,11,5,4,88,118,133,6,9,15,24,44,7,7,7,10,10,10,19,17,17,6,6,5,0,1,0
816,21,4,3,5,4,8,10,24,3,26,20,3,8,59,3,98,3,2,1,3,2,1,21,24,20,55,29,46,11,29,98,0,3,2,2,5,1,6,11,1,23,60,3,116,67,88,6,12,19,32,58,2,2,2,2,2,2,14,14,12,1,2,6,38,43,16
817,21,4,3,5,4,8,10,24,6,16,20,34,8,20,93,98,3,2,1,3,2,1,21,24,20,55,29,46,11,29,98,0,3,2,2,5,1,6,11,1,23,60,3,116,67,88,1,1,1,1,2,2,2,2,2,2,2,14,14,12,1,2,6,38,43,16
818,15,6,1,7,13,9,7,6,2,18,50,30,10,72,32,99,7,6,0,7,6,9,6,31,15,32,63,12,91,63,12,2,1,0,5,9,0,16,28,25,30,8,23,37,39,68,7,13,21,37,69,0,0,0,3,3,4,17,15,21,47,28,4,98,99,66
819,9,0,7,2,0,2,2,13,24,14,28,62,65,28,37,70,0,1,2,8,1,11,28,1,18,47,1,32,94,69,88,1,4,1,1,1,16,30,20,6,29,62,13,78,95,73,6,10,16,25,45,1,1,1,5,4,0,3,3,3,33,31,35,15,15,13
820,16,3,5,1,9,5,1,9,4,1,35,49,17,134,49,108,5,5,5,5,5,5,5,5,5,50,27,5,90,5,94,5,2,4,6,3,5,26,6,3,2,9,53,38,7,30,5,6,12,18,32,4,4,4,1,1,1,4,4,4,27,45,12,41,47,56
821,26,6,1,7,13,9,7,6,2,18,50,32,50,117,32,73,7,6,0,7,6,9,6,31,15,60,35,48,60,35,116,2,1,0,5,9,0,33,3,11,7,6,34,40,117,41,7,13,21,38,71,0,0,0,3,3,4,17,15,21,37,28,4,107,73,90
822,24,0,7,2,3,7,7,17,1,24,4,23,29,123,80,125,5,5,5,5,5,5,5,5,19,62,5,64,62,74,64,1,4,1,6,3,5,26,6,3,56,47,9,55,96,115,6,12,20,34,62,4,4,4,1,1,1,20,31,31,55,56,52,67,83,81
823,21,4,3,5,4,8,5,19,27,4,52,47,58,100,47,68,3,2,1,3,2,15,29,33,1,18,24,38,72,87,129,0,3,2,2,5,1,6,11,1,12,1,1,73,44,45,1,1,2,2,3,2,2,2,2,2,2,1,0,0,24,33,46,39,29,112
824,10,7,4,0,8,15,8,27,18,6,66,67,50,66,103,50,4,4,7,14,16,12,16,27,11,39,4,60,39,128,60,2,1,0,5,9,0,1,8,31,17,56,30,80,105,101,7,13,22,39,72,0,0,0,3,3,4,24,19,19,42,44,47,62,88,64
825,9,0,7,2,15,2,2,13,21,14,6,16,56,8,16,65,5,5,5,5,5,5,22,5,19,25,34,50,129,34,50,1,4,1,1,1,16,3,20,6,42,48,9,120,107,125,6,10,16,26,46,1,1,1,5,4,0,20,18,18,30,9,28,23,32,22
826,22,6,1,7,13,1,7,14,30,24,31,59,23,75,2,23,7,6,0,15,6,9,13,6,10,66,6,17,6,112,17,1,4,1,5,9,0,33,3,11,17,56,16,48,129,103,7,13,24,45,90,0,0,0,3,3,4,12,7,7,51,36,36,54,50,117
827,2,7,4,0,8,16,15,15,31,32,57,14,16,90,99,101,4,4,7,13,4,7,14,19,13,46,39,11,46,116,122,2,1,0,3,7,7,0,29,5,32,63,2,8,33,7,8,14,29,54,108,0,0,0,4,8,5,5,5,5,8,14,17,45,12,120
828,15,0,7,2,0,7,7,21,1,24,4,11,37,92,11,135,0,1,2,8,14,2,17,22,6,28,11,58,82,11,58,1,4,1,1,1,16,3,33,30,4,27,10,79,28,45,6,11,18,30,54,1,1,1,5,4,0,13,11,11,53,66,63,127,124,127
829,9,0,7,2,0,7,2,21,1,19,4,16,4,92,42,76,0,1,2,8,14,2,17,22,6,28,11,58,28,11,58,1,4,1,1,1,16,3,33,30,4,27,10,125,51,27,6,12,20,35,65,1,1,1,5,4,0,13,11,11,2,3,1,14,28,17
830,3,7,4,0,8,0,6,27,33,27,11,58,43,127,98,43,4,4,7,13,4,7,30,9,31,46,19,34,19,110,11,2,1,0,3,7,7,1,8,31,17,56,30,68,28,45,8,17,32,66,132,0,0,0,4,8,5,5,5,5,50,48,53,101,126,74
831,5,7,4,0,8,15,8,30,18,32,48,51,33,121,107,33,4,4,7,14,16,12,16,27,11,61,57,23,103,28,23,2,1,0,3,7,7,1,8,31,61,56,30,52,19,45,8,14,28,52,103,0,0,0,4,5,5,11,27,19,36,41,27,21,26,32
832,18,5,0,6,5,11,16,20,0,5,33,66,13,108,96,13,6,0,6,6,0,6,7,25,21,7,62,45,7,62,45,6,0,6,0,2,3,13,14,7,1,23,64,57,106,82,2,2,4,5,9,6,6,6,8,7,7,2,2,2,0,0,0,49,13,20
833,21,4,3,5,4,8,10,24,6,16,20,34,36,20,93,98,3,2,1,3,2,1,21,24,20,55,29,46,11,29,98,0,3,2,2,5,1,6,11,1,23,60,3,116,67,88,1,1,1,1,2,2,2,2,2,2,2,14,14,12,1,2,6,38,43,16
834,14,2,6,3,14,6,11,12,26,23,65,54,25,65,116,56,2,3,4,2,3,4,2,3,2,38,45,54,109,45,86,3,5,3,4,4,14,11,0,2,3,33,11,10,40,3,4,4,10,14,26,3,3,3,0,0,3,0,1,1,20,18,20,99,77,103
835,11,0,7,2,3,7,2,32,13,17,4,37,15,4,23,7,0,1,2,8,7,2,0,21,17,0,64,56,83,64,104,1,4,1,1,1,16,3,33,30,17,56,30,115,6,32,6,11,18,30,55,1,1,1,5,9,0,7,8,9,63,62,58,124,117,115
836,21,4,3,5,4,8,5,19,27,4,52,47,58,100,47,58,3,2,1,3,2,15,29,33,1,67,2,21,86,2,40,0,3,2,2,5,1,6,11,1,12,1,1,87,67,51,1,1,2,2,3,2,2,2,2,2,2,27,0,0,24,20,22,75,53,4
837,31,7,4,0,8,15,8,30,18,32,53,51,38,127,51,80,4,4,7,13,11,7,30,9,31,4,49,34,111,19,34,2,1,0,3,7,7,1,8,31,61,51,40,79,55,8,8,14,29,57,113,0,0,0,4,5,5,8,12,8,46,51,42,121,122,121
838,16,3,5,1,15,5,1,18,21,22,7,8,56,7,8,87,5,5,5,5,5,5,22,5,19,25,34,50,99,111,77,5,2,4,6,3,5,26,6,3,42,48,9,120,107,125,5,6,12,20,35,4,4,4,1,1,1,20,18,18,35,9,28,131,113,38
839,14,2,6,3,2,6,4,33,15,8,27,10,22,76,115,22,2,3,4,2,3,4,32,3,2,22,59,49,125,102,80,3,5,3,4,4,14,11,0,2,15,11,0,108,8,33,4,4,10,13,23,3,3,3,0,0,3,0,1,1,23,30,29,36,61,33
840,11,0,7,2,3,7,2,21,1,19,61,11,57,61,11,53,0,1,2,0,7,2,0,21,17,0,32,66,80,119,119,1,4,1,1,1,16,3,33,30,4,27,10,19,42,92,6,12,20,35,63,1,1,1,5,9,0,7,8,11,17,54,57,40,51,70
841,15,6,1,7,13,9,7,4,1,24,4,1,44,69,59,59,7,6,0,12,6,9,26,17,26,31,22,42,31,22,42,1,4,1,5,9,0,33,3,11,48,58,45,109,125,110,6,12,19,31,57,0,0,0,3,3,4,16,23,20,19,15,14,5,6,7
842,16,3,5,1,9,5,1,9,4,1,46,49,17,134,49,108,5,5,5,5,5,5,5,5,5,50,27,5,69,27,110,5,2,4,6,3,5,26,6,3,2,9,53,34,128,117,5,6,12,20,35,4,4,4,1,1,1,4,4,4,27,45,12,77,47,56
843,15,6,1,7,12,9,7,6,2,20,39,35,41,115,118,131,7,6,0,7,6,9,6,31,22,63,17,48,95,104,128,2,1,0,5,9,0,1,8,31,17,56,34,52,19,45,7,13,21,36,67,0,0,0,9,11,9,11,27,19,36,41,37,21,26,28
844,18,5,0,6,5,11,16,20,0,5,33,0,13,33,0,116,6,0,6,6,0,6,25,0,3,37,0,3,124,0,3,6,0,6,0,2,3,7,15,29,41,53,7,25,50,78,2,2,4,5,8,6,6,6,8,7,7,2,2,2,14,10,7,18,18,18
845,18,7,4,0,3,15,6,32,19,7,61,19,29,61,69,57,0,1,2,8,7,2,0,21,17,0,55,56,120,55,56,1,4,1,1,1,16,3,33,30,17,56,30,79,28,45,2,2,5,7,14,1,1,1,9,9,0,7,8,9,7,65,57,134,101,97
846,14,2,6,3,2,6,4,2,26,8,41,38,6,41,110,6,2,3,4,2,3,4,2,3,2,38,45,54,38,75,86,3,5,3,4,4,14,11,0,2,50,33,0,71,135,76,4,4,10,13,25,3,3,3,0,0,3,0,1,1,16,7,10,22,17,15
847,12,7,4,0,12,15,8,27,18,6,13,35,41,115,35,41,4,4,7,14,16,12,16,27,11,61,57,23,61,57,23,2,1,0,3,7,7,1,8,31,61,51,30,52,19,53,8,14,29,57,113,0,0,0,9,11,9,11,27,19,36,41,37,21,26,28
848,29,7,4,0,8,15,14,25,31,31,42,28,28,42,122,106,4,4,7,4,4,13,4,26,7,16,25,20,16,25,20,2,1,0,14,15,15,8,1,23,59,37,24,102,46,75,7,13,22,39,74,0,0,0,14,16,16,29,29,28,39,42,43,24,20,27
849,16,3,5,1,15,5,1,9,21,22,10,8,39,10,8,108,5,5,5,5,5,5,5,5,19,50,5,5,99,111,77,5,2,4,6,3,5,26,6,3,2,48,9,38,7,30,5,6,12,20,35,4,4,4,1,1,1,4,18,18,30,9,28,103,113,97
